"ENC","GENERO","AMBITO","REGION","EDAD","NIVEL","DISTRITO","PA","PB","P20","PESO2","REGION2"
2985726,1,1,1,3,1,150130,1,1,1,0.7221943,1
2985789,1,1,1,2,1,150140,1,1,96,0.7221943,1
2985820,1,1,1,3,1,150130,1,1,NA,0.7221943,1
2985822,1,1,5,3,3,120114,11,0,0,0.8281767,3
2985826,2,1,1,2,1,150122,1,1,NA,0.7221943,1
2985833,1,2,3,3,5,200301,17,0,0,3.8947592,2
2985848,2,1,5,3,3,120501,11,0,0,0.8281767,3
2985849,1,1,5,1,5,120114,11,0,0,1.1680267,3
2985850,2,1,1,1,1,150130,1,1,1,0.7221943,1
2985851,1,2,3,2,2,200301,17,0,0,0.0039488,2
2985857,1,1,1,2,3,150137,1,1,96,0.8440426,1
2985858,1,1,5,2,4,120114,11,0,0,2.0833869,3
2985859,2,1,1,2,1,150140,1,1,6,0.7221943,1
2985860,1,2,2,3,2,140308,13,0,0,0.0710792,2
2985865,2,1,6,3,4,40104,5,0,0,1.2812595,4
2985866,2,1,1,1,3,150132,1,1,6,0.8440426,1
2985868,2,1,1,3,3,150106,1,1,6,0.8440426,1
2985874,2,1,3,1,5,20105,3,0,0,0.7143549,2
2985890,1,1,2,3,5,140101,13,0,0,0.9214397,2
2985896,2,1,5,3,4,120114,11,0,0,2.0833869,3
2985902,2,2,2,3,5,140308,13,0,0,1.5653013,2
2985903,1,2,3,3,4,200301,17,0,0,0.7220151,2
2985905,2,1,5,3,3,120114,11,0,0,0.8281767,3
2985906,2,1,6,3,4,40104,5,0,0,1.2812595,4
2985921,1,1,8,2,4,160101,14,0,0,1.6053925,5
2985922,1,1,2,1,3,131201,12,0,0,1.1573529,2
2985923,2,2,2,2,5,140308,13,0,0,1.5653013,2
2985930,2,1,1,1,4,150106,1,1,NA,0.8885775,1
2985931,2,1,8,2,3,220901,19,0,0,1.1854848,5
2985932,1,2,6,1,4,230106,20,0,0,0.2955399,4
2985933,1,1,8,3,5,10701,2,0,0,0.8763586,5
2985934,2,2,2,2,5,140308,13,0,0,1.5653013,2
2985935,1,1,2,1,2,200601,17,0,0,0.6877974,2
2985936,2,1,2,2,3,131201,12,0,0,1.1573529,2
2985937,1,1,1,3,2,150112,1,1,6,0.7221943,1
2985938,1,1,1,1,2,150101,1,1,NA,0.7221943,1
2985939,1,1,1,2,4,70106,1,2,0,0.8885775,1
2985942,1,1,6,3,2,40126,5,0,0,0.3978981,4
2985949,2,1,1,2,1,150130,1,1,6,0.7221943,1
2985951,2,1,2,2,5,140105,13,0,0,0.9214397,2
2985954,2,1,2,3,4,200104,17,0,0,1.5935148,2
2985955,2,1,2,3,5,140101,13,0,0,0.9214397,2
2985957,1,1,1,3,4,150106,1,1,NA,0.8885775,1
2985958,1,2,6,2,2,230106,20,0,0,0.1047483,4
2985959,2,1,1,1,3,150135,1,1,3,0.8440426,1
2985960,2,1,6,2,2,40126,5,0,0,0.3978981,4
2985961,2,1,1,1,3,150142,1,1,NA,0.8440426,1
2985962,2,1,1,3,3,150142,1,1,NA,0.8440426,1
2985965,1,1,8,3,3,220901,19,0,0,1.1854848,5
2985990,1,1,8,1,4,10701,2,0,0,1.6053925,5
2985994,1,2,2,2,5,140308,13,0,0,1.5653013,2
2985995,1,1,1,3,3,150137,1,1,6,0.8440426,1
2985998,2,1,1,1,3,150101,1,1,96,0.8440426,1
2986000,1,1,1,1,4,150103,1,1,NA,0.8885775,1
2986002,2,1,2,3,5,200601,17,0,0,0.9214397,2
2986003,2,1,8,2,5,250101,22,0,0,0.8763586,5
2986004,1,1,1,2,3,150132,1,1,6,0.8440426,1
2986005,2,1,2,2,3,200104,17,0,0,1.1573529,2
2986007,2,1,2,2,4,140105,13,0,0,1.5935148,2
2986011,2,1,2,2,3,131201,12,0,0,1.1573529,2
2986028,1,1,1,3,1,150122,1,1,NA,0.7221943,1
2986030,1,2,2,3,2,140308,13,0,0,0.0710792,2
2986031,1,1,1,2,3,150101,1,1,1,0.8440426,1
2986034,1,1,2,1,2,140101,13,0,0,0.6877974,2
2986035,1,2,8,3,3,60901,7,0,0,0.1972047,5
2986036,2,1,8,2,5,60801,7,0,0,0.8763586,5
2986037,1,1,1,3,3,150112,1,1,1,0.8440426,1
2986044,2,1,2,2,5,200601,17,0,0,0.9214397,2
2986050,1,1,1,3,3,70102,1,2,0,0.8440426,1
2986051,1,1,2,1,4,131201,12,0,0,1.5935148,2
2986052,1,1,1,1,3,150103,1,1,96,0.8440426,1
2986053,1,1,1,3,2,150137,1,1,6,0.7221943,1
2986054,1,1,6,2,4,40104,5,0,0,1.2812595,4
2986055,2,2,3,3,3,60401,7,0,0,0.02998,2
2986056,1,1,8,1,5,10701,2,0,0,0.8763586,5
2986057,1,1,6,2,3,40126,5,0,0,1.8985215,4
2986058,1,1,1,3,5,70106,1,2,0,0.5705734,1
2986060,2,2,8,1,3,60901,7,0,0,0.1972047,5
2986061,2,2,6,2,3,230106,20,0,0,0.5274826,4
2986062,1,1,1,2,2,150101,1,1,96,0.7221943,1
2986063,2,1,8,2,5,250101,22,0,0,0.8763586,5
2986064,1,1,5,1,5,90101,24,0,0,1.1680267,3
2986067,2,1,8,3,4,160101,14,0,0,1.6053925,5
2986068,1,1,2,1,4,140101,13,0,0,1.5935148,2
2986069,2,1,1,3,1,150114,1,1,6,0.7221943,1
2986070,2,1,2,2,5,200701,17,0,0,0.9214397,2
2986071,2,1,2,2,3,200104,17,0,0,1.1573529,2
2986072,1,1,2,1,3,130105,12,0,0,1.1573529,2
2986073,1,1,2,2,2,131201,12,0,0,0.6877974,2
2986074,1,1,2,3,2,130105,12,0,0,0.6877974,2
2986075,2,1,2,3,3,130105,12,0,0,1.1573529,2
2986078,2,1,1,2,3,150103,1,1,1,0.8440426,1
2986080,2,1,2,3,5,200601,17,0,0,0.9214397,2
2986083,1,1,4,2,4,150806,300,0,0,1.0801545,3
2986085,1,2,2,1,3,140308,13,0,0,0.1159713,2
2986086,1,2,3,2,3,200301,17,0,0,0.02998,2
2986087,2,2,3,2,2,200301,17,0,0,0.0039488,2
2986088,1,2,8,2,4,60901,7,0,0,0.9644683,5
2986089,2,1,1,2,2,150101,1,1,1,0.7221943,1
2986091,2,1,1,3,2,150135,1,1,96,0.7221943,1
2986093,2,1,6,3,2,40126,5,0,0,0.3978981,4
2986096,2,2,6,3,5,230106,20,0,0,0.8317514,4
2986098,2,1,1,3,1,150140,1,1,6,0.7221943,1
2986099,1,1,2,2,3,140301,13,0,0,1.1573529,2
2986100,1,1,2,2,4,131201,12,0,0,1.5935148,2
2986101,1,1,8,2,5,60801,7,0,0,0.8763586,5
2986105,1,1,8,3,5,250101,22,0,0,0.8763586,5
2986106,1,1,5,2,2,90101,24,0,0,0.381243,3
2986108,1,1,1,2,3,70102,1,2,0,0.8440426,1
2986109,2,2,3,1,3,20108,3,0,0,0.02998,2
2986110,1,1,1,3,4,70106,1,2,0,0.8885775,1
2986111,1,1,1,1,3,150106,1,1,NA,0.8440426,1
2986112,2,1,1,3,4,150106,1,1,NA,0.8885775,1
2986113,1,1,4,3,5,150201,300,0,0,0.6862677,3
2986114,2,1,2,2,4,200601,17,0,0,1.5935148,2
2986115,1,1,6,1,4,40104,5,0,0,1.2812595,4
2986116,1,1,4,1,5,150806,300,0,0,0.6862677,3
2986117,2,2,8,1,5,60901,7,0,0,1.9183593,5
2986118,1,1,2,3,3,200104,17,0,0,1.1573529,2
2986119,2,1,6,2,2,40126,5,0,0,0.3978981,4
2986120,1,1,2,2,5,140105,13,0,0,0.9214397,2
2986121,2,1,2,1,5,140105,13,0,0,0.9214397,2
2986123,2,1,1,1,4,150132,1,1,3,0.8885775,1
2986124,1,2,2,3,3,140308,13,0,0,0.1159713,2
2986125,2,1,2,3,4,130105,12,0,0,1.5935148,2
2986126,2,1,1,1,2,150112,1,1,NA,0.7221943,1
2986127,1,1,2,3,5,140101,13,0,0,0.9214397,2
2986132,2,1,1,3,1,150114,1,1,3,0.7221943,1
2986133,2,1,1,1,2,150103,1,1,6,0.7221943,1
2986134,1,1,1,2,4,150137,1,1,1,0.8885775,1
2986136,2,1,1,2,3,150112,1,1,NA,0.8440426,1
2986137,2,1,2,3,5,131201,12,0,0,0.9214397,2
2986138,1,2,3,2,4,20108,3,0,0,0.7220151,2
2986139,1,2,8,3,3,60901,7,0,0,0.1972047,5
2986140,1,1,8,2,3,160101,14,0,0,1.1854848,5
2986141,2,1,4,2,5,150806,300,0,0,0.6862677,3
2986142,1,1,2,3,4,130102,12,0,0,1.5935148,2
2986143,1,1,2,1,5,130102,12,0,0,0.9214397,2
2986144,2,1,2,3,5,130102,12,0,0,0.9214397,2
2986145,2,1,2,1,4,130102,12,0,0,1.5935148,2
2986146,2,1,2,2,4,130102,12,0,0,1.5935148,2
2986147,1,1,2,2,4,130102,12,0,0,1.5935148,2
2986148,2,1,2,2,2,130102,12,0,0,0.6877974,2
2986149,1,2,3,2,3,200301,17,0,0,0.02998,2
2986150,1,1,2,1,3,200601,17,0,0,1.1573529,2
2986151,2,1,8,1,5,250101,22,0,0,0.8763586,5
2986152,1,1,7,2,3,210101,18,0,0,1.4320736,4
2986153,2,1,1,2,2,150121,1,1,3,0.7221943,1
2986154,1,1,1,3,2,150121,1,1,NA,0.7221943,1
2986155,1,1,2,2,4,140301,13,0,0,1.5935148,2
2986156,2,1,1,2,3,150125,1,1,1,0.8440426,1
2986157,1,1,4,3,5,150201,300,0,0,0.6862677,3
2986173,2,1,5,1,3,120114,11,0,0,0.8281767,3
2986178,1,1,2,3,3,200104,17,0,0,1.1573529,2
2986179,1,1,1,3,4,150103,1,1,NA,0.8885775,1
2986180,1,1,1,3,3,150103,1,1,6,0.8440426,1
2986181,1,1,1,3,3,150132,1,1,1,0.8440426,1
2986183,1,1,2,3,3,131201,12,0,0,1.1573529,2
2986184,2,1,2,2,4,140119,13,0,0,1.5935148,2
2986185,2,1,1,2,3,150106,1,1,NA,0.8440426,1
2986186,2,2,8,3,5,60901,7,0,0,1.9183593,5
2986189,2,1,1,3,4,150112,1,1,NA,0.8885775,1
2986190,2,2,2,1,4,140308,13,0,0,0.6491901,2
2986191,1,1,2,1,2,130101,12,0,0,0.6877974,2
2986192,1,1,2,3,2,130101,12,0,0,0.6877974,2
2986193,1,1,2,1,5,130101,12,0,0,0.9214397,2
2986194,2,1,2,3,3,130101,12,0,0,1.1573529,2
2986195,1,1,6,1,2,40126,5,0,0,0.3978981,4
2986196,2,1,2,2,2,130101,12,0,0,0.6877974,2
2986197,2,1,1,3,3,150142,1,1,96,0.8440426,1
2986198,1,1,2,2,4,130101,12,0,0,1.5935148,2
2986199,1,1,1,3,4,150101,1,1,96,0.8885775,1
2986200,1,1,2,3,2,130101,12,0,0,0.6877974,2
2986201,1,1,4,2,3,150507,300,0,0,1.9285326,3
2986202,1,1,4,1,2,150507,300,0,0,1.133942,3
2986203,1,1,2,3,2,140101,13,0,0,0.6877974,2
2986204,2,1,4,3,4,150507,300,0,0,1.0801545,3
2986205,2,2,6,3,4,230106,20,0,0,0.2955399,4
2986206,1,1,2,3,5,130402,12,0,0,0.9214397,2
2986207,2,1,2,2,3,140105,13,0,0,1.1573529,2
2986208,1,1,8,3,4,10701,2,0,0,1.6053925,5
2986209,1,1,5,2,3,90101,24,0,0,0.8281767,3
2986210,2,1,1,3,5,70106,1,2,0,0.5705734,1
2986212,2,2,3,3,3,60401,7,0,0,0.02998,2
2986213,2,2,3,2,3,60401,7,0,0,0.02998,2
2986214,1,1,6,3,3,40109,5,0,0,1.8985215,4
2986215,1,1,6,3,2,40109,5,0,0,0.3978981,4
2986216,2,1,6,2,3,40109,5,0,0,1.8985215,4
2986217,1,1,1,3,3,150115,1,1,1,0.8440426,1
2986218,2,1,1,3,3,150115,1,1,6,0.8440426,1
2986219,2,1,1,1,3,150115,1,1,6,0.8440426,1
2986220,1,1,1,3,4,150115,1,1,6,0.8885775,1
2986221,1,1,1,2,3,150115,1,1,2,0.8440426,1
2986222,1,1,8,1,5,250101,22,0,0,0.8763586,5
2986224,1,1,1,2,4,150112,1,1,1,0.8885775,1
2986225,2,1,2,1,3,200701,17,0,0,1.1573529,2
2986226,2,1,8,2,4,160101,14,0,0,1.6053925,5
2986228,1,1,1,2,1,150122,1,1,4,0.7221943,1
2986230,2,1,2,3,3,131201,12,0,0,1.1573529,2
2986231,1,2,3,3,3,20108,3,0,0,0.02998,2
2986232,1,1,2,1,5,200104,17,0,0,0.9214397,2
2986233,2,1,1,3,4,150103,1,1,5,0.8885775,1
2986240,1,1,7,3,3,210101,18,0,0,1.4320736,4
2986242,1,1,2,3,3,130105,12,0,0,1.1573529,2
2986243,2,1,2,1,3,130105,12,0,0,1.1573529,2
2986249,1,1,1,3,2,70102,1,2,0,0.7221943,1
2986251,2,1,2,2,3,200601,17,0,0,1.1573529,2
2986258,1,1,1,3,4,150101,1,1,96,0.8885775,1
2986259,2,1,1,2,4,150137,1,1,1,0.8885775,1
2986260,1,1,2,3,4,140119,13,0,0,1.5935148,2
2986261,2,2,5,3,5,120904,11,0,0,1.9398974,3
2986262,1,2,5,3,5,120904,11,0,0,1.9398974,3
2986263,1,2,5,3,2,120904,11,0,0,0.0436451,3
2986264,2,2,5,1,4,120904,11,0,0,0.9318235,3
2986266,2,1,8,3,4,60801,7,0,0,1.6053925,5
2986267,1,1,2,1,4,140105,13,0,0,1.5935148,2
2986268,2,1,1,1,3,150125,1,1,3,0.8440426,1
2986269,2,1,8,2,3,250101,22,0,0,1.1854848,5
2986270,1,1,1,1,2,150121,1,1,6,0.7221943,1
2986271,2,1,1,3,5,150132,1,1,NA,0.5705734,1
2986272,1,1,1,2,3,150143,1,1,1,0.8440426,1
2986273,1,1,1,3,4,150143,1,1,1,0.8885775,1
2986274,2,1,1,2,2,150143,1,1,2,0.7221943,1
2986275,1,1,1,3,2,150143,1,1,6,0.7221943,1
2986276,1,1,1,2,3,150143,1,1,6,0.8440426,1
2986277,2,1,1,1,2,150143,1,1,6,0.7221943,1
2986278,2,1,1,2,4,150143,1,1,1,0.8885775,1
2986279,2,1,1,3,3,150142,1,1,1,0.8440426,1
2986280,2,1,2,2,5,130101,12,0,0,0.9214397,2
2986281,2,1,6,3,4,40112,5,0,0,1.2812595,4
2986282,1,1,1,2,3,150135,1,1,6,0.8440426,1
2986285,1,1,1,2,3,150103,1,1,NA,0.8440426,1
2986286,2,1,1,3,3,150112,1,1,NA,0.8440426,1
2986287,2,2,2,2,4,140308,13,0,0,0.6491901,2
2986288,2,1,6,3,2,40126,5,0,0,0.3978981,4
2986289,1,1,1,2,3,150112,1,1,3,0.8440426,1
2986291,1,1,6,3,5,40104,5,0,0,1.5366203,4
2986292,2,2,8,2,5,10202,2,0,0,1.9183593,5
2986293,2,2,2,1,3,200111,17,0,0,0.1159713,2
2986295,1,2,8,2,3,80902,8,0,0,0.1972047,5
2986296,2,2,8,1,5,80902,8,0,0,1.9183593,5
2986297,2,2,8,3,5,80902,8,0,0,1.9183593,5
2986298,2,2,8,2,5,80902,8,0,0,1.9183593,5
2986299,2,2,8,3,3,80902,8,0,0,0.1972047,5
2986300,1,1,2,3,4,200104,17,0,0,1.5935148,2
2986301,2,1,1,3,3,150101,1,1,NA,0.8440426,1
2986302,1,1,2,2,3,130105,12,0,0,1.1573529,2
2986305,1,1,4,3,4,150806,300,0,0,1.0801545,3
2986306,2,1,1,3,4,150133,1,1,NA,0.8885775,1
2986307,2,1,2,2,3,200701,17,0,0,1.1573529,2
2986308,2,1,1,2,4,150106,1,1,1,0.8885775,1
2986310,2,1,2,3,5,131201,12,0,0,0.9214397,2
2986311,2,1,5,2,3,90101,24,0,0,0.8281767,3
2986312,1,1,1,3,3,150105,1,1,6,0.8440426,1
2986313,1,1,1,3,2,150117,1,1,6,0.7221943,1
2986314,1,2,3,1,4,20108,3,0,0,0.7220151,2
2986315,2,1,5,2,5,190101,16,0,0,1.1680267,3
2986317,1,1,8,2,5,250101,22,0,0,0.8763586,5
2986318,2,1,2,2,4,140101,13,0,0,1.5935148,2
2986319,2,1,1,3,2,150121,1,1,6,0.7221943,1
2986320,2,1,1,1,3,150103,1,1,NA,0.8440426,1
2986321,2,1,1,3,5,150103,1,1,4,0.5705734,1
2986322,2,1,6,3,2,40112,5,0,0,0.3978981,4
2986323,1,1,1,1,3,150112,1,1,6,0.8440426,1
2986325,2,2,8,3,5,60901,7,0,0,1.9183593,5
2986326,1,1,2,2,3,200601,17,0,0,1.1573529,2
2986327,1,1,1,3,3,150132,1,1,3,0.8440426,1
2986328,1,2,8,3,3,10202,2,0,0,0.1972047,5
2986329,2,1,1,2,3,150101,1,1,NA,0.8440426,1
2986330,2,1,1,3,3,150142,1,1,1,0.8440426,1
2986331,1,1,1,3,4,70106,1,2,0,0.8885775,1
2986333,1,1,8,2,5,160101,14,0,0,0.8763586,5
2986334,2,2,3,3,5,200301,17,0,0,3.8947592,2
2986335,2,1,2,2,3,200104,17,0,0,1.1573529,2
2986336,2,1,1,2,3,150103,1,1,1,0.8440426,1
2986338,1,1,4,1,4,150806,300,0,0,1.0801545,3
2986342,2,1,4,1,4,150507,300,0,0,1.0801545,3
2986343,2,1,4,3,3,150507,300,0,0,1.9285326,3
2986345,2,2,5,3,5,120904,11,0,0,1.9398974,3
2986349,2,1,5,1,5,190101,16,0,0,1.1680267,3
2986359,2,1,2,2,2,130101,12,0,0,0.6877974,2
2986360,1,1,8,2,5,250101,22,0,0,0.8763586,5
2986361,1,1,1,2,3,150133,1,1,3,0.8440426,1
2986362,2,1,1,3,3,70101,1,2,0,0.8440426,1
2986363,1,1,1,3,2,70101,1,2,0,0.7221943,1
2986364,2,1,1,2,3,70101,1,2,0,0.8440426,1
2986365,2,1,1,2,3,70101,1,2,0,0.8440426,1
2986366,1,1,1,1,4,70101,1,2,0,0.8885775,1
2986367,2,1,1,1,3,70101,1,2,0,0.8440426,1
2986368,2,1,1,3,4,70101,1,2,0,0.8885775,1
2986369,1,1,1,3,5,70101,1,2,0,0.5705734,1
2986370,1,1,1,2,4,70101,1,2,0,0.8885775,1
2986371,1,1,1,2,3,70101,1,2,0,0.8440426,1
2986372,1,1,1,3,3,70102,1,2,0,0.8440426,1
2986374,1,1,2,3,3,140119,13,0,0,1.1573529,2
2986376,1,1,1,3,3,150112,1,1,6,0.8440426,1
2986377,1,1,8,2,5,60801,7,0,0,0.8763586,5
2986379,2,2,3,2,2,20108,3,0,0,0.0039488,2
2986380,1,2,8,2,5,60901,7,0,0,1.9183593,5
2986382,1,2,2,3,5,200111,17,0,0,1.5653013,2
2986383,1,1,2,3,4,140105,13,0,0,1.5935148,2
2986384,1,2,5,2,3,90103,24,0,0,1.0312721,3
2986385,2,2,5,2,5,90103,24,0,0,1.9398974,3
2986386,2,2,8,2,5,10202,2,0,0,1.9183593,5
2986387,2,2,5,2,2,90103,24,0,0,0.0436451,3
2986388,1,2,5,3,5,90103,24,0,0,1.9398974,3
2986389,2,2,5,3,5,90103,24,0,0,1.9398974,3
2986390,1,2,5,2,5,90103,24,0,0,1.9398974,3
2986391,2,1,1,1,4,150125,1,1,6,0.8885775,1
2986392,2,2,5,3,5,90103,24,0,0,1.9398974,3
2986393,1,2,5,3,5,90103,24,0,0,1.9398974,3
2986395,2,1,2,2,2,140101,13,0,0,0.6877974,2
2986396,1,1,7,2,3,80105,8,0,0,1.4320736,4
2986397,2,1,7,2,3,80105,8,0,0,1.4320736,4
2986398,1,1,7,2,3,80105,8,0,0,1.4320736,4
2986400,1,1,5,3,3,190101,16,0,0,0.8281767,3
2986401,2,1,8,1,3,160101,14,0,0,1.1854848,5
2986402,1,1,3,3,3,20105,3,0,0,0.6682693,2
2986403,2,1,3,1,4,20105,3,0,0,1.962472,2
2986404,1,1,3,3,5,20105,3,0,0,0.7143549,2
2986405,1,1,2,3,3,140301,13,0,0,1.1573529,2
2986406,2,1,3,3,3,20105,3,0,0,0.6682693,2
2986407,2,1,2,2,3,200104,17,0,0,1.1573529,2
2986408,2,1,3,3,2,20105,3,0,0,1.4353012,2
2986409,1,1,2,3,3,140301,13,0,0,1.1573529,2
2986410,1,1,3,2,3,20105,3,0,0,0.6682693,2
2986411,2,1,3,2,4,20105,3,0,0,1.962472,2
2986412,1,1,3,2,3,20105,3,0,0,0.6682693,2
2986413,1,1,3,2,3,20105,3,0,0,0.6682693,2
2986415,2,1,1,3,5,150132,1,1,NA,0.5705734,1
2986416,2,1,6,2,2,40109,5,0,0,0.3978981,4
2986417,2,1,6,2,2,40109,5,0,0,0.3978981,4
2986418,1,1,6,3,2,40109,5,0,0,0.3978981,4
2986420,1,1,1,3,3,150106,1,1,NA,0.8440426,1
2986421,2,1,1,2,3,150106,1,1,96,0.8440426,1
2986422,2,1,1,2,4,150106,1,1,96,0.8885775,1
2986423,1,1,1,2,3,150106,1,1,5,0.8440426,1
2986424,1,1,1,1,4,150106,1,1,6,0.8885775,1
2986425,2,1,1,2,3,150103,1,1,3,0.8440426,1
2986426,2,1,1,3,3,150101,1,1,NA,0.8440426,1
2986427,2,1,1,3,3,150110,1,1,1,0.8440426,1
2986428,2,1,1,3,4,150110,1,1,6,0.8885775,1
2986429,1,1,1,3,3,150110,1,1,7,0.8440426,1
2986430,2,1,1,2,3,150110,1,1,1,0.8440426,1
2986431,2,1,1,3,3,150110,1,1,7,0.8440426,1
2986432,1,1,1,3,4,150106,1,1,NA,0.8885775,1
2986433,2,1,1,2,3,150110,1,1,NA,0.8440426,1
2986434,1,1,1,3,3,150110,1,1,NA,0.8440426,1
2986435,1,1,1,1,2,150110,1,1,NA,0.7221943,1
2986436,1,1,1,2,3,150110,1,1,NA,0.8440426,1
2986437,1,1,1,1,3,150110,1,1,3,0.8440426,1
2986438,2,1,1,2,2,150103,1,1,5,0.7221943,1
2986440,2,1,1,2,3,150133,1,1,6,0.8440426,1
2986441,1,1,1,1,3,150142,1,1,1,0.8440426,1
2986442,2,1,4,2,5,150201,300,0,0,0.6862677,3
2986443,1,1,4,1,4,150201,300,0,0,1.0801545,3
2986445,2,2,7,1,5,80604,8,0,0,2.078454,4
2986446,1,1,2,2,4,140119,13,0,0,1.5935148,2
2986447,1,1,6,3,2,40126,5,0,0,0.3978981,4
2986449,1,2,2,2,2,200111,17,0,0,0.0710792,2
2986450,2,1,2,2,3,140101,13,0,0,1.1573529,2
2986452,2,1,1,3,4,150132,1,1,1,0.8885775,1
2986453,1,1,1,3,3,150137,1,1,4,0.8440426,1
2986454,1,2,8,3,4,10202,2,0,0,0.9644683,5
2986455,2,1,8,2,4,60801,7,0,0,1.6053925,5
2986457,2,1,2,2,4,130101,12,0,0,1.5935148,2
2986458,1,1,2,3,5,130402,12,0,0,0.9214397,2
2986459,1,1,2,3,4,130402,12,0,0,1.5935148,2
2986460,2,1,2,3,5,130402,12,0,0,0.9214397,2
2986461,1,1,2,2,5,130402,12,0,0,0.9214397,2
2986462,1,1,2,3,2,200601,17,0,0,0.6877974,2
2986463,2,2,3,2,5,20108,3,0,0,3.8947592,2
2986464,2,1,1,1,3,150112,1,1,6,0.8440426,1
2986465,1,1,8,3,5,250101,22,0,0,0.8763586,5
2986466,2,2,5,1,5,90103,24,0,0,1.9398974,3
2986467,2,1,6,1,4,40112,5,0,0,1.2812595,4
2986469,1,1,4,3,2,110101,10,0,0,1.133942,3
2986470,1,1,6,2,4,40104,5,0,0,1.2812595,4
2986471,1,1,1,3,3,150105,1,1,1,0.8440426,1
2986473,2,1,4,3,2,150806,300,0,0,1.133942,3
2986474,2,1,2,2,3,130105,12,0,0,1.1573529,2
2986475,1,1,2,2,3,130105,12,0,0,1.1573529,2
2986476,2,1,1,2,4,150132,1,1,6,0.8885775,1
2986477,2,1,1,2,3,150112,1,1,1,0.8440426,1
2986478,2,1,1,3,2,150120,1,1,NA,0.7221943,1
2986479,1,1,1,3,3,150120,1,1,3,0.8440426,1
2986480,1,1,1,3,2,150120,1,1,NA,0.7221943,1
2986481,2,1,1,3,2,150120,1,1,6,0.7221943,1
2986482,1,1,1,1,2,150120,1,1,NA,0.7221943,1
2986483,2,1,1,1,2,150120,1,1,NA,0.7221943,1
2986484,2,1,1,3,4,150103,1,1,6,0.8885775,1
2986485,2,1,1,2,3,150103,1,1,96,0.8440426,1
2986486,2,1,1,2,5,70106,1,2,0,0.5705734,1
2986487,1,1,1,3,4,150117,1,1,6,0.8885775,1
2986488,2,1,7,2,4,80105,8,0,0,1.128476,4
2986489,2,1,1,1,3,150103,1,1,4,0.8440426,1
2986490,1,2,8,2,5,10202,2,0,0,1.9183593,5
2986492,1,1,2,1,3,200104,17,0,0,1.1573529,2
2986493,1,1,2,3,2,140105,13,0,0,0.6877974,2
2986494,2,1,1,1,1,150122,1,1,1,0.7221943,1
2986495,2,1,1,2,2,150137,1,1,6,0.7221943,1
2986496,2,1,1,3,3,150111,1,1,1,0.8440426,1
2986497,1,1,8,1,3,250105,22,0,0,1.1854848,5
2986498,1,2,3,2,5,20108,3,0,0,3.8947592,2
2986500,1,1,2,3,3,200601,17,0,0,1.1573529,2
2986501,2,2,7,1,4,80604,8,0,0,0.371711,4
2986502,1,1,6,1,2,40126,5,0,0,0.3978981,4
2986506,2,1,1,2,2,150121,1,1,5,0.7221943,1
2986507,1,1,1,3,5,150133,1,1,4,0.5705734,1
2986508,1,1,1,3,2,150121,1,1,NA,0.7221943,1
2986510,1,1,4,2,5,150507,300,0,0,0.6862677,3
2986511,1,1,4,3,5,150507,300,0,0,0.6862677,3
2986513,1,1,5,3,5,90101,24,0,0,1.1680267,3
2986515,1,1,1,3,2,150125,1,1,1,0.7221943,1
2986516,2,1,2,2,3,130105,12,0,0,1.1573529,2
2986518,2,1,4,3,4,110101,10,0,0,1.0801545,3
2986519,2,2,3,1,5,200301,17,0,0,3.8947592,2
2986520,2,1,1,2,3,70102,1,2,0,0.8440426,1
2986521,2,1,2,2,5,140101,13,0,0,0.9214397,2
2986522,2,1,4,2,2,150806,300,0,0,1.133942,3
2986524,2,1,8,3,5,250101,22,0,0,0.8763586,5
2986526,2,1,2,3,4,140105,13,0,0,1.5935148,2
2986527,2,2,8,1,5,10202,2,0,0,1.9183593,5
2986529,1,1,1,2,2,150117,1,1,NA,0.7221943,1
2986534,2,1,2,3,4,200701,17,0,0,1.5935148,2
2986535,1,1,2,3,4,140119,13,0,0,1.5935148,2
2986538,1,1,1,2,3,150105,1,1,2,0.8440426,1
2986540,1,1,6,3,4,40112,5,0,0,1.2812595,4
2986541,2,2,2,3,4,200111,17,0,0,0.6491901,2
2986543,2,1,1,2,4,150112,1,1,1,0.8885775,1
2986544,2,1,1,2,5,150112,1,1,NA,0.5705734,1
2986546,1,2,8,2,4,60901,7,0,0,0.9644683,5
2986550,2,1,1,1,4,150137,1,1,4,0.8885775,1
2986551,2,1,7,3,2,80105,8,0,0,1.2809498,4
2986552,2,1,8,3,4,160101,14,0,0,1.6053925,5
2986553,1,1,5,3,2,90101,24,0,0,0.381243,3
2986554,1,1,1,2,5,150106,1,1,7,0.5705734,1
2986555,2,1,3,1,5,21001,3,0,0,0.7143549,2
2986556,2,1,3,2,5,21001,3,0,0,0.7143549,2
2986557,1,1,3,1,5,21001,3,0,0,0.7143549,2
2986558,1,1,3,3,3,21001,3,0,0,0.6682693,2
2986559,2,1,3,2,5,21001,3,0,0,0.7143549,2
2986560,1,1,3,2,3,21001,3,0,0,0.6682693,2
2986561,1,1,3,2,4,21001,3,0,0,1.962472,2
2986562,1,1,3,3,2,21001,3,0,0,1.4353012,2
2986563,2,1,3,3,5,21001,3,0,0,0.7143549,2
2986564,2,1,3,3,3,21001,3,0,0,0.6682693,2
2986565,1,1,1,2,5,150132,1,1,1,0.5705734,1
2986566,1,1,1,2,4,150132,1,1,96,0.8885775,1
