ENC	GENERO	AMBITO	REGION	EDAD	NIVEL	DISTRITO	PA	PB	P20	PESO2	REGION2
2986848	Masculino	Rural	Oriente	De 26 a 42	B	ECHARATE	Cusco	0	0	0,038033600000000	Oriente
2986849	Masculino	Urbano	Lima	De 26 a 42	B	SAN MARTIN DE PORRES	Lima y Callao	Lima	Blanco / Viciado	0,722194300000000	Lima
2986850	Femenino	Urbano	Lima	De 26 a 42	B	SAN MARTIN DE PORRES	Lima y Callao	Lima	George Forsyth por Somos Perú	0,722194300000000	Lima
2986851	Femenino	Urbano	Lima	De 26 a 42	C	SAN JUAN DE MIRAFLORES	Lima y Callao	Lima	Rafael López Aliaga por Renovación Popular	0,844042600000000	Lima
2986852	Masculino	Rural	Sierra Sur	De 18 a 25	E	MACARI	Puno	0	0	2,078454000000000	Sur
2986857	Masculino	Urbano	Costa Norte	De 26 a 42	E	PUCALÁ	Lambayeque	0	0	0,921439700000000	Norte
2986858	Femenino	Rural	Sierra Centro	De 26 a 42	E	HUACHAC	Junin	0	0	1,939897400000000	Centro
2986859	Masculino	Urbano	Costa Sur	De 26 a 42	B	TACNA	Tacna	0	0	0,397898100000000	Sur
2986860	Femenino	Urbano	Costa Norte	De 18 a 25	E	PACANGA	La Libertad	0	0	0,921439700000000	Norte
2986861	Masculino	Urbano	Lima	De 26 a 42	C	SAN JUAN DE LURIGANCHO	Lima y Callao	Lima	George Forsyth por Somos Perú	0,844042600000000	Lima
2986862	Masculino	Urbano	Lima	De 43 a más	C	SAN JUAN DE LURIGANCHO	Lima y Callao	Lima	Daniel Urresti por Podemos	0,844042600000000	Lima
2986863	Masculino	Urbano	Lima	De 26 a 42	C	SAN JUAN DE LURIGANCHO	Lima y Callao	Lima	George Forsyth por Somos Perú	0,844042600000000	Lima
2986864	Masculino	Rural	Sierra Sur	De 18 a 25	E	YUNGUYO	Puno	0	0	2,078454000000000	Sur
2986865	Femenino	Urbano	Sierra Centro	De 26 a 42	B	HUANCAVELICA	Huancavelica	0	0	0,381243000000000	Centro
2986866	Masculino	Urbano	Lima	De 43 a más	C	SURQUILLO	Lima y Callao	Lima	George Forsyth por Somos Perú	0,844042600000000	Lima
2986867	Femenino	Urbano	Lima	De 43 a más	B	SURQUILLO	Lima y Callao	Lima	George Forsyth por Somos Perú	0,722194300000000	Lima
2986868	Masculino	Urbano	Lima	De 26 a 42	B	SURQUILLO	Lima y Callao	Lima	Rafael López Aliaga por Renovación Popular	0,722194300000000	Lima
2986869	Masculino	Urbano	Lima	De 43 a más	C	SURQUILLO	Lima y Callao	Lima	Rafael López Aliaga por Renovación Popular	0,844042600000000	Lima
2986870	Masculino	Urbano	Lima	De 43 a más	B	LINCE	Lima y Callao	Lima	No precisa	0,722194300000000	Lima
2986871	Femenino	Urbano	Lima	De 26 a 42	B	SURQUILLO	Lima y Callao	Lima	George Forsyth por Somos Perú	0,722194300000000	Lima
2986872	Masculino	Urbano	Lima	De 26 a 42	B	LINCE	Lima y Callao	Lima	George Forsyth por Somos Perú	0,722194300000000	Lima
2986873	Femenino	Urbano	Lima	De 26 a 42	C	SURQUILLO	Lima y Callao	Lima	Daniel Urresti por Podemos	0,844042600000000	Lima
2986874	Masculino	Urbano	Lima	De 43 a más	B	LINCE	Lima y Callao	Lima	Blanco / Viciado	0,722194300000000	Lima
2986875	Masculino	Urbano	Lima	De 18 a 25	B	LINCE	Lima y Callao	Lima	Rafael López Aliaga por Renovación Popular	0,722194300000000	Lima
2986876	Masculino	Urbano	Lima	De 43 a más	C	SURQUILLO	Lima y Callao	Lima	Daniel Urresti por Podemos	0,844042600000000	Lima
2986877	Masculino	Urbano	Lima	De 26 a 42	C	SURQUILLO	Lima y Callao	Lima	No precisa	0,844042600000000	Lima
2986878	Masculino	Urbano	Lima	De 18 a 25	B	SURQUILLO	Lima y Callao	Lima	Daniel Urresti por Podemos	0,722194300000000	Lima
2986879	Femenino	Urbano	Lima	De 18 a 25	C	SURQUILLO	Lima y Callao	Lima	Yuri Castro por Perú Libre	0,844042600000000	Lima
2986880	Femenino	Urbano	Lima	De 26 a 42	B	SURQUILLO	Lima y Callao	Lima	Rafael López Aliaga por Renovación Popular	0,722194300000000	Lima
2986881	Masculino	Urbano	Lima	De 43 a más	C	BARRANCO	Lima y Callao	Lima	No precisa	0,844042600000000	Lima
2986882	Femenino	Urbano	Lima	De 26 a 42	B	BARRANCO	Lima y Callao	Lima	No precisa	0,722194300000000	Lima
2986884	Masculino	Urbano	Costa Norte	De 26 a 42	B	PARIÑAS	Piura	0	0	0,687797400000000	Norte
2986885	Femenino	Rural	Costa Centro	De 26 a 42	E	EL INGENIO	Ica	0	0	0,791847300000000	Centro
2986886	Masculino	Rural	Costa Centro	De 18 a 25	B	EL INGENIO	Ica	0	0	0,015587500000000	Centro
2986887	Femenino	Rural	Costa Centro	De 43 a más	D	EL INGENIO	Ica	0	0	0,859185500000000	Centro
2986888	Masculino	Rural	Costa Centro	De 43 a más	C	EL INGENIO	Ica	0	0	0,357890000000000	Centro
2986889	Masculino	Rural	Costa Centro	De 26 a 42	B	EL INGENIO	Ica	0	0	0,015587500000000	Centro
2986890	Femenino	Urbano	Lima	De 43 a más	C	SAN MARTIN DE PORRES	Lima y Callao	Lima	Blanco / Viciado	0,844042600000000	Lima
2986891	Femenino	Urbano	Lima	De 43 a más	B	SAN MIGUEL	Lima y Callao	Lima	Rafael López Aliaga por Renovación Popular	0,722194300000000	Lima
2986903	Masculino	Urbano	Lima	De 43 a más	C	ATE	Lima y Callao	Lima	Rafael López Aliaga por Renovación Popular	0,844042600000000	Lima
2986920	Masculino	Urbano	Lima	De 26 a 42	B	EL AGUSTINO	Lima y Callao	Lima	Daniel Urresti por Podemos	0,722194300000000	Lima
2986925	Masculino	Urbano	Lima	De 26 a 42	D	VILLA EL SALVADOR	Lima y Callao	Lima	Blanco / Viciado	0,888577500000000	Lima
2986935	Femenino	Urbano	Lima	De 26 a 42	B	SAN MARTIN DE PORRES	Lima y Callao	Lima	Daniel Urresti por Podemos	0,722194300000000	Lima
2986939	Femenino	Urbano	Sierra Sur	De 26 a 42	D	SAN JERONIMO	Cusco	0	0	1,128476000000000	Sur
2986940	Femenino	Urbano	Sierra Sur	De 26 a 42	E	SAN JERONIMO	Cusco	0	0	0,861575700000000	Sur
2986941	Femenino	Urbano	Sierra Sur	De 18 a 25	E	SAN JERONIMO	Cusco	0	0	0,861575700000000	Sur
2986942	Masculino	Urbano	Sierra Sur	De 18 a 25	D	SAN JERONIMO	Cusco	0	0	1,128476000000000	Sur
2986943	Masculino	Urbano	Sierra Sur	De 26 a 42	B	SAN JERONIMO	Cusco	0	0	1,280949800000000	Sur
2986944	Femenino	Urbano	Sierra Sur	De 43 a más	E	SAN JERONIMO	Cusco	0	0	0,861575700000000	Sur
2986946	Femenino	Urbano	Sierra Sur	De 26 a 42	D	SAN JERONIMO	Cusco	0	0	1,128476000000000	Sur
2986947	Femenino	Urbano	Sierra Norte	De 26 a 42	E	CAJAMARCA	Cajamarca	0	0	0,714354900000000	Norte
2986948	Masculino	Urbano	Sierra Norte	De 26 a 42	E	CAJAMARCA	Cajamarca	0	0	0,714354900000000	Norte
2986949	Femenino	Urbano	Lima	De 43 a más	B	SAN JUAN DE MIRAFLORES	Lima y Callao	Lima	Daniel Urresti por Podemos	0,722194300000000	Lima
2986950	Femenino	Urbano	Costa Sur	De 26 a 42	D	CERRO COLORADO	Arequipa	0	0	1,281259500000000	Sur
2986951	Femenino	Urbano	Lima	De 26 a 42	D	BELLAVISTA	Lima y Callao	Callao	0	0,888577500000000	Lima
2986952	Femenino	Urbano	Lima	De 26 a 42	E	VILLA MARIA DEL TRIUNFO	Lima y Callao	Lima	Daniel Urresti por Podemos	0,570573400000000	Lima
2986953	Femenino	Urbano	Lima	De 43 a más	E	VILLA MARIA DEL TRIUNFO	Lima y Callao	Lima	George Forsyth por Somos Perú	0,570573400000000	Lima
2986954	Masculino	Urbano	Lima	De 43 a más	E	VILLA MARIA DEL TRIUNFO	Lima y Callao	Lima	No precisa	0,570573400000000	Lima
2986955	Masculino	Urbano	Lima	De 43 a más	D	VILLA MARIA DEL TRIUNFO	Lima y Callao	Lima	George Forsyth por Somos Perú	0,888577500000000	Lima
2986956	Masculino	Urbano	Lima	De 43 a más	D	VILLA MARIA DEL TRIUNFO	Lima y Callao	Lima	Daniel Urresti por Podemos	0,888577500000000	Lima
2986957	Masculino	Urbano	Lima	De 26 a 42	E	VILLA MARIA DEL TRIUNFO	Lima y Callao	Lima	Daniel Urresti por Podemos	0,570573400000000	Lima
2986958	Femenino	Urbano	Lima	De 26 a 42	C	VILLA MARIA DEL TRIUNFO	Lima y Callao	Lima	No precisa	0,844042600000000	Lima
2986959	Femenino	Urbano	Lima	De 18 a 25	C	VILLA MARIA DEL TRIUNFO	Lima y Callao	Lima	Rafael López Aliaga por Renovación Popular	0,844042600000000	Lima
2986960	Masculino	Urbano	Lima	De 18 a 25	C	VILLA MARIA DEL TRIUNFO	Lima y Callao	Lima	No precisa	0,844042600000000	Lima
2986961	Femenino	Urbano	Lima	De 26 a 42	E	VILLA MARIA DEL TRIUNFO	Lima y Callao	Lima	Daniel Urresti por Podemos	0,570573400000000	Lima
2986962	Femenino	Urbano	Lima	De 18 a 25	C	COMAS	Lima y Callao	Lima	Elizabeth León por Frente de la Esperanza	0,844042600000000	Lima
2986963	Femenino	Urbano	Oriente	De 43 a más	E	YARINACOCHA	Ucayali	0	0	0,876358600000000	Oriente
2986964	Femenino	Urbano	Lima	De 18 a 25	C	SANTA ANITA	Lima y Callao	Lima	Daniel Urresti por Podemos	0,844042600000000	Lima
2986968	Femenino	Urbano	Lima	De 26 a 42	E	SAN JUAN DE LURIGANCHO	Lima y Callao	Lima	Blanco / Viciado	0,570573400000000	Lima
2986970	Masculino	Urbano	Lima	De 43 a más	B	MAGDALENA VIEJA	Lima y Callao	Lima	Rafael López Aliaga por Renovación Popular	0,722194300000000	Lima
2986971	Masculino	Urbano	Lima	De 26 a 42	B	MAGDALENA VIEJA	Lima y Callao	Lima	Rafael López Aliaga por Renovación Popular	0,722194300000000	Lima
2986972	Masculino	Urbano	Costa Norte	De 43 a más	C	PARIÑAS	Piura	0	0	1,157352900000000	Norte
2986973	Femenino	Rural	Sierra Sur	De 43 a más	E	MACARI	Puno	0	0	2,078454000000000	Sur
2986974	Femenino	Urbano	Lima	De 26 a 42	C	PUENTE PIEDRA	Lima y Callao	Lima	Elizabeth León por Frente de la Esperanza	0,844042600000000	Lima
2986976	Femenino	Urbano	Lima	De 26 a 42	B	SAN JUAN DE MIRAFLORES	Lima y Callao	Lima	Blanco / Viciado	0,722194300000000	Lima
2986977	Femenino	Urbano	Oriente	De 26 a 42	E	TARAPOTO	San Martin	0	0	0,876358600000000	Oriente
2986978	Femenino	Rural	Sierra Centro	De 26 a 42	E	HUACHAC	Junin	0	0	1,939897400000000	Centro
2986979	Masculino	Urbano	Oriente	De 26 a 42	C	TARAPOTO	San Martin	0	0	1,185484800000000	Oriente
2986980	Masculino	Urbano	Oriente	De 18 a 25	C	TARAPOTO	San Martin	0	0	1,185484800000000	Oriente
2986981	Femenino	Urbano	Oriente	De 18 a 25	C	TARAPOTO	San Martin	0	0	1,185484800000000	Oriente
2986982	Femenino	Urbano	Oriente	De 43 a más	C	TARAPOTO	San Martin	0	0	1,185484800000000	Oriente
2986983	Femenino	Urbano	Oriente	De 43 a más	C	TARAPOTO	San Martin	0	0	1,185484800000000	Oriente
2986984	Masculino	Urbano	Oriente	De 26 a 42	C	TARAPOTO	San Martin	0	0	1,185484800000000	Oriente
2986985	Masculino	Urbano	Oriente	De 43 a más	C	TARAPOTO	San Martin	0	0	1,185484800000000	Oriente
2986986	Femenino	Urbano	Costa Norte	De 43 a más	D	LAMBAYEQUE	Lambayeque	0	0	1,593514800000000	Norte
2986987	Femenino	Rural	Oriente	De 26 a 42	C	SAN IGNACIO	Cajamarca	0	0	0,197204700000000	Oriente
2986988	Masculino	Urbano	Lima	De 43 a más	D	SAN JUAN DE MIRAFLORES	Lima y Callao	Lima	Daniel Urresti por Podemos	0,888577500000000	Lima
2986989	Masculino	Urbano	Costa Norte	De 43 a más	C	PUCALÁ	Lambayeque	0	0	1,157352900000000	Norte
2986990	Masculino	Urbano	Lima	De 43 a más	B	ATE	Lima y Callao	Lima	Daniel Urresti por Podemos	0,722194300000000	Lima
2986991	Masculino	Urbano	Lima	De 26 a 42	B	EL AGUSTINO	Lima y Callao	Lima	Daniel Urresti por Podemos	0,722194300000000	Lima
2986992	Femenino	Rural	Sierra Sur	De 26 a 42	C	MARANGANI	Cusco	0	0	0,169093700000000	Sur
2986993	Femenino	Rural	Sierra Sur	De 26 a 42	D	MARANGANI	Cusco	0	0	0,371711000000000	Sur
2986994	Masculino	Rural	Sierra Sur	De 43 a más	C	MARANGANI	Cusco	0	0	0,169093700000000	Sur
2986995	Masculino	Rural	Costa Norte	De 43 a más	D	LAS LOMAS	Piura	0	0	0,649190100000000	Norte
2986996	Masculino	Urbano	Oriente	De 43 a más	E	CHANCHAMAYO	Junin	0	0	0,876358600000000	Oriente
2986997	Masculino	Urbano	Oriente	De 18 a 25	B	CHANCHAMAYO	Junin	0	0	1,097862000000000	Oriente
2986998	Masculino	Urbano	Oriente	De 43 a más	E	CHANCHAMAYO	Junin	0	0	0,876358600000000	Oriente
2986999	Masculino	Urbano	Oriente	De 26 a 42	B	CHANCHAMAYO	Junin	0	0	1,097862000000000	Oriente
2987000	Femenino	Urbano	Oriente	De 26 a 42	B	CHANCHAMAYO	Junin	0	0	1,097862000000000	Oriente
2987001	Femenino	Urbano	Oriente	De 43 a más	E	CHANCHAMAYO	Junin	0	0	0,876358600000000	Oriente
2987002	Femenino	Urbano	Oriente	De 43 a más	E	CHANCHAMAYO	Junin	0	0	0,876358600000000	Oriente
2987003	Masculino	Urbano	Sierra Sur	De 18 a 25	D	SAN SEBASTIAN	Cusco	0	0	1,128476000000000	Sur
2987004	Femenino	Urbano	Oriente	De 26 a 42	E	CHANCHAMAYO	Junin	0	0	0,876358600000000	Oriente
2987005	Femenino	Urbano	Oriente	De 18 a 25	E	CHANCHAMAYO	Junin	0	0	0,876358600000000	Oriente
2987006	Masculino	Urbano	Oriente	De 26 a 42	D	CHANCHAMAYO	Junin	0	0	1,605392500000000	Oriente
2987007	Femenino	Urbano	Sierra Norte	De 18 a 25	E	CAJAMARCA	Cajamarca	0	0	0,714354900000000	Norte
2987008	Masculino	Urbano	Sierra Sur	De 43 a más	D	SAN JERONIMO	Cusco	0	0	1,128476000000000	Sur
2987009	Masculino	Urbano	Lima	De 26 a 42	D	COMAS	Lima y Callao	Lima	George Forsyth por Somos Perú	0,888577500000000	Lima
2987010	Femenino	Urbano	Lima	De 43 a más	B	COMAS	Lima y Callao	Lima	Daniel Urresti por Podemos	0,722194300000000	Lima
2987011	Masculino	Urbano	Oriente	De 18 a 25	C	IQUITOS	Loreto	0	0	1,185484800000000	Oriente
2987012	Femenino	Urbano	Oriente	De 43 a más	C	IQUITOS	Loreto	0	0	1,185484800000000	Oriente
2987013	Masculino	Urbano	Lima	De 43 a más	B	JESUS MARIA	Lima y Callao	Lima	Daniel Urresti por Podemos	0,722194300000000	Lima
2987014	Femenino	Urbano	Lima	De 18 a 25	B	JESUS MARIA	Lima y Callao	Lima	No precisa	0,722194300000000	Lima
2987015	Masculino	Urbano	Lima	De 26 a 42	B	JESUS MARIA	Lima y Callao	Lima	Gonzalo Alegria por Juntos por el Perú	0,722194300000000	Lima
2987016	Masculino	Urbano	Lima	De 43 a más	B	JESUS MARIA	Lima y Callao	Lima	George Forsyth por Somos Perú	0,722194300000000	Lima
2987017	Masculino	Urbano	Lima	De 43 a más	C	JESUS MARIA	Lima y Callao	Lima	Daniel Urresti por Podemos	0,844042600000000	Lima
2987018	Femenino	Urbano	Lima	De 43 a más	B	JESUS MARIA	Lima y Callao	Lima	George Forsyth por Somos Perú	0,722194300000000	Lima
2987019	Masculino	Urbano	Lima	De 26 a 42	B	JESUS MARIA	Lima y Callao	Lima	Daniel Urresti por Podemos	0,722194300000000	Lima
2987020	Femenino	Urbano	Sierra Centro	De 43 a más	B	HUANCAVELICA	Huancavelica	0	0	0,381243000000000	Centro
2987021	Masculino	Urbano	Lima	De 26 a 42	B	VILLA EL SALVADOR	Lima y Callao	Lima	Daniel Urresti por Podemos	0,722194300000000	Lima
2987022	Masculino	Urbano	Lima	De 43 a más	B	ATE	Lima y Callao	Lima	No precisa	0,722194300000000	Lima
2987023	Femenino	Rural	Sierra Sur	De 43 a más	E	YUNGUYO	Puno	0	0	2,078454000000000	Sur
2987024	Femenino	Urbano	Lima	De 43 a más	A	SANTIAGO DE SURCO	Lima y Callao	Lima	George Forsyth por Somos Perú	0,722194300000000	Lima
2987025	Masculino	Urbano	Costa Norte	De 43 a más	D	PARIÑAS	Piura	0	0	1,593514800000000	Norte
2987027	Femenino	Urbano	Oriente	De 18 a 25	D	YARINACOCHA	Ucayali	0	0	1,605392500000000	Oriente
2987028	Femenino	Urbano	Lima	De 43 a más	C	CHORRILLOS	Lima y Callao	Lima	George Forsyth por Somos Perú	0,844042600000000	Lima
2987029	Femenino	Urbano	Lima	De 43 a más	C	CHORRILLOS	Lima y Callao	Lima	Rafael López Aliaga por Renovación Popular	0,844042600000000	Lima
2987030	Masculino	Urbano	Lima	De 26 a 42	C	CHORRILLOS	Lima y Callao	Lima	Daniel Urresti por Podemos	0,844042600000000	Lima
2987031	Masculino	Urbano	Lima	De 26 a 42	B	CHORRILLOS	Lima y Callao	Lima	Daniel Urresti por Podemos	0,722194300000000	Lima
2987032	Masculino	Urbano	Lima	De 18 a 25	C	CHORRILLOS	Lima y Callao	Lima	Rafael López Aliaga por Renovación Popular	0,844042600000000	Lima
2987033	Masculino	Urbano	Lima	De 18 a 25	C	CHORRILLOS	Lima y Callao	Lima	No precisa	0,844042600000000	Lima
2987047	Masculino	Urbano	Costa Centro	De 26 a 42	C	ICA	Ica	0	0	1,928532600000000	Centro
2987052	Femenino	Rural	Sierra Sur	De 26 a 42	E	MACARI	Puno	0	0	2,078454000000000	Sur
2987053	Femenino	Rural	Costa Norte	De 26 a 42	E	LAS LOMAS	Piura	0	0	1,565301300000000	Norte
2987055	Masculino	Urbano	Lima	De 43 a más	C	EL AGUSTINO	Lima y Callao	Lima	Rafael López Aliaga por Renovación Popular	0,844042600000000	Lima
2987056	Masculino	Urbano	Sierra Norte	De 26 a 42	E	CAJAMARCA	Cajamarca	0	0	0,714354900000000	Norte
2987058	Femenino	Urbano	Lima	De 18 a 25	E	PUENTE PIEDRA	Lima y Callao	Lima	Daniel Urresti por Podemos	0,570573400000000	Lima
2987061	Masculino	Urbano	Lima	De 43 a más	C	SAN JUAN DE MIRAFLORES	Lima y Callao	Lima	Rafael López Aliaga por Renovación Popular	0,844042600000000	Lima
2987062	Masculino	Urbano	Sierra Sur	De 43 a más	E	SAN JERONIMO	Cusco	0	0	0,861575700000000	Sur
2987063	Masculino	Urbano	Lima	De 26 a 42	C	COMAS	Lima y Callao	Lima	Blanco / Viciado	0,844042600000000	Lima
2987064	Masculino	Urbano	Lima	De 43 a más	B	SAN MARTIN DE PORRES	Lima y Callao	Lima	Daniel Urresti por Podemos	0,722194300000000	Lima
2987065	Femenino	Urbano	Costa Norte	De 26 a 42	C	CHIMBOTE	Áncash	0	0	1,157352900000000	Norte
2987067	Femenino	Urbano	Costa Norte	De 43 a más	C	CHIMBOTE	Áncash	0	0	1,157352900000000	Norte
2987068	Femenino	Urbano	Costa Norte	De 43 a más	E	CHIMBOTE	Áncash	0	0	0,921439700000000	Norte
2987069	Masculino	Urbano	Costa Norte	De 43 a más	D	CHIMBOTE	Áncash	0	0	1,593514800000000	Norte
2987070	Femenino	Urbano	Costa Norte	De 26 a 42	E	CHIMBOTE	Áncash	0	0	0,921439700000000	Norte
2987071	Femenino	Urbano	Costa Norte	De 43 a más	E	CHIMBOTE	Áncash	0	0	0,921439700000000	Norte
2987072	Masculino	Urbano	Costa Norte	De 18 a 25	C	CHIMBOTE	Áncash	0	0	1,157352900000000	Norte
2987073	Masculino	Urbano	Costa Norte	De 18 a 25	C	CHIMBOTE	Áncash	0	0	1,157352900000000	Norte
2987074	Masculino	Urbano	Costa Norte	De 26 a 42	C	CHIMBOTE	Áncash	0	0	1,157352900000000	Norte
2987075	Masculino	Urbano	Costa Norte	De 26 a 42	C	CHIMBOTE	Áncash	0	0	1,157352900000000	Norte
2987076	Masculino	Urbano	Costa Norte	De 18 a 25	B	PARIÑAS	Piura	0	0	0,687797400000000	Norte
2987077	Masculino	Urbano	Lima	De 43 a más	C	ATE	Lima y Callao	Lima	Daniel Urresti por Podemos	0,844042600000000	Lima
2987078	Femenino	Urbano	Costa Centro	De 18 a 25	C	ICA	Ica	0	0	1,928532600000000	Centro
2987079	Femenino	Urbano	Oriente	De 43 a más	D	JAEN	Cajamarca	0	0	1,605392500000000	Oriente
2987080	Femenino	Urbano	Lima	De 26 a 42	E	PUENTE PIEDRA	Lima y Callao	Lima	Blanco / Viciado	0,570573400000000	Lima
2987081	Masculino	Rural	Sierra Sur	De 43 a más	E	MACARI	Puno	0	0	2,078454000000000	Sur
2987082	Femenino	Urbano	Lima	De 26 a 42	A	LA MOLINA	Lima y Callao	Lima	Rafael López Aliaga por Renovación Popular	0,722194300000000	Lima
2987083	Femenino	Urbano	Lima	De 43 a más	D	SAN JUAN DE LURIGANCHO	Lima y Callao	Lima	No precisa	0,888577500000000	Lima
2987084	Femenino	Urbano	Lima	De 18 a 25	D	SAN JUAN DE LURIGANCHO	Lima y Callao	Lima	Daniel Urresti por Podemos	0,888577500000000	Lima
2987085	Femenino	Urbano	Costa Sur	De 26 a 42	D	CERRO COLORADO	Arequipa	0	0	1,281259500000000	Sur
2987088	Masculino	Urbano	Lima	De 26 a 42	C	PUENTE PIEDRA	Lima y Callao	Lima	Daniel Urresti por Podemos	0,844042600000000	Lima
2987089	Femenino	Urbano	Oriente	De 26 a 42	E	YARINACOCHA	Ucayali	0	0	0,876358600000000	Oriente
2987091	Masculino	Urbano	Lima	De 18 a 25	C	BELLAVISTA	Lima y Callao	Callao	0	0,844042600000000	Lima
2987092	Masculino	Rural	Sierra Sur	De 43 a más	C	HUAMANGUILLA	Ayacucho	0	0	0,169093700000000	Sur
2987093	Masculino	Rural	Sierra Sur	De 26 a 42	D	HUAMANGUILLA	Ayacucho	0	0	0,371711000000000	Sur
2987094	Masculino	Rural	Sierra Sur	De 26 a 42	E	HUAMANGUILLA	Ayacucho	0	0	2,078454000000000	Sur
2987095	Femenino	Rural	Oriente	De 18 a 25	E	ALONSO DE ALVARADO	San Martin	0	0	1,918359300000000	Oriente
2987096	Masculino	Rural	Oriente	De 43 a más	E	ALONSO DE ALVARADO	San Martin	0	0	1,918359300000000	Oriente
2987097	Masculino	Rural	Oriente	De 43 a más	D	ALONSO DE ALVARADO	San Martin	0	0	0,964468300000000	Oriente
2987098	Femenino	Rural	Sierra Sur	De 18 a 25	E	HUAMANGUILLA	Ayacucho	0	0	2,078454000000000	Sur
2987099	Masculino	Rural	Sierra Sur	De 26 a 42	C	MARANGANI	Cusco	0	0	0,169093700000000	Sur
2987100	Masculino	Urbano	Lima	De 43 a más	C	BARRANCO	Lima y Callao	Lima	No precisa	0,844042600000000	Lima
2987101	Femenino	Urbano	Costa Norte	De 18 a 25	C	PUCALÁ	Lambayeque	0	0	1,157352900000000	Norte
2987102	Masculino	Urbano	Sierra Sur	De 43 a más	E	SAN JERONIMO	Cusco	0	0	0,861575700000000	Sur
2987103	Masculino	Urbano	Lima	De 18 a 25	C	COMAS	Lima y Callao	Lima	Daniel Urresti por Podemos	0,844042600000000	Lima
2987104	Femenino	Urbano	Lima	De 18 a 25	B	SAN JUAN DE MIRAFLORES	Lima y Callao	Lima	George Forsyth por Somos Perú	0,722194300000000	Lima
2987105	Masculino	Urbano	Lima	De 26 a 42	D	COMAS	Lima y Callao	Lima	Daniel Urresti por Podemos	0,888577500000000	Lima
2987106	Masculino	Urbano	Lima	De 26 a 42	A	MIRAFLORES	Lima y Callao	Lima	Daniel Urresti por Podemos	0,722194300000000	Lima
2987107	Femenino	Urbano	Lima	De 18 a 25	C	SAN JUAN DE MIRAFLORES	Lima y Callao	Lima	Blanco / Viciado	0,844042600000000	Lima
2987108	Masculino	Urbano	Costa Sur	De 43 a más	C	PAUCARPATA	Arequipa	0	0	1,898521500000000	Sur
2987109	Femenino	Urbano	Sierra Norte	De 26 a 42	D	CAJAMARCA	Cajamarca	0	0	1,962472000000000	Norte
2987110	Masculino	Urbano	Costa Sur	De 26 a 42	B	PAUCARPATA	Arequipa	0	0	0,397898100000000	Sur
2987111	Masculino	Urbano	Costa Sur	De 18 a 25	C	PAUCARPATA	Arequipa	0	0	1,898521500000000	Sur
2987112	Femenino	Urbano	Costa Sur	De 18 a 25	B	PAUCARPATA	Arequipa	0	0	0,397898100000000	Sur
2987115	Femenino	Urbano	Lima	De 18 a 25	D	EL AGUSTINO	Lima y Callao	Lima	Blanco / Viciado	0,888577500000000	Lima
2987117	Femenino	Urbano	Costa Centro	De 18 a 25	C	ICA	Ica	0	0	1,928532600000000	Centro
2987118	Masculino	Urbano	Lima	De 43 a más	E	SAN JUAN DE LURIGANCHO	Lima y Callao	Lima	Blanco / Viciado	0,570573400000000	Lima
2987119	Femenino	Urbano	Lima	De 43 a más	D	SAN JUAN DE LURIGANCHO	Lima y Callao	Lima	Blanco / Viciado	0,888577500000000	Lima
2987120	Masculino	Urbano	Lima	De 43 a más	B	SAN MIGUEL	Lima y Callao	Lima	Daniel Urresti por Podemos	0,722194300000000	Lima
2987122	Femenino	Urbano	Lima	De 26 a 42	B	SAN JUAN DE LURIGANCHO	Lima y Callao	Lima	Blanco / Viciado	0,722194300000000	Lima
2987123	Masculino	Urbano	Lima	De 26 a 42	B	SAN JUAN DE LURIGANCHO	Lima y Callao	Lima	Blanco / Viciado	0,722194300000000	Lima
2987124	Masculino	Urbano	Lima	De 43 a más	B	SAN JUAN DE LURIGANCHO	Lima y Callao	Lima	Rafael López Aliaga por Renovación Popular	0,722194300000000	Lima
2987125	Masculino	Urbano	Lima	De 43 a más	C	SAN JUAN DE LURIGANCHO	Lima y Callao	Lima	No precisa	0,844042600000000	Lima
2987126	Masculino	Urbano	Lima	De 43 a más	C	SAN JUAN DE LURIGANCHO	Lima y Callao	Lima	Elizabeth León por Frente de la Esperanza	0,844042600000000	Lima
2987128	Femenino	Rural	Sierra Centro	De 43 a más	D	HUACHAC	Junin	0	0	0,931823500000000	Centro
2987142	Femenino	Urbano	Costa Centro	De 26 a 42	E	BARRANCA	Lima Provincias	0	0	0,686267700000000	Centro
2987143	Femenino	Urbano	Costa Centro	De 26 a 42	C	BARRANCA	Lima Provincias	0	0	1,928532600000000	Centro
2987144	Masculino	Urbano	Costa Centro	De 18 a 25	D	BARRANCA	Lima Provincias	0	0	1,080154500000000	Centro
2987145	Femenino	Urbano	Costa Centro	De 26 a 42	D	BARRANCA	Lima Provincias	0	0	1,080154500000000	Centro
2987146	Femenino	Rural	Costa Norte	De 26 a 42	E	LAS LOMAS	Piura	0	0	1,565301300000000	Norte
2987150	Masculino	Urbano	Lima	De 43 a más	B	LOS OLIVOS	Lima y Callao	Lima	Rafael López Aliaga por Renovación Popular	0,722194300000000	Lima
2987153	Masculino	Urbano	Oriente	De 18 a 25	C	JAEN	Cajamarca	0	0	1,185484800000000	Oriente
2987154	Masculino	Urbano	Lima	De 43 a más	C	ATE	Lima y Callao	Lima	No precisa	0,844042600000000	Lima
